id,topic,sentiment,tweet,emotion_label
12940,Xbox(Xseries),Positive,I've come to the conclusion that the price tag of £449 for the XBOX Series X is worth giving all the reviews and impressions I've seen and read. This is an amazing piece of hardware. Microsoft has absolutely outperformed itself in this regard. I'm so excited!,joy
12940,Xbox(Xseries),Positive,I have come to the conclusion that the £449 price tag for the XBOX Series X is worth giving all the feedback and impressions I have seen and read.,neutral
12940,Xbox(Xseries),Positive,I've concluded that the £449 price tag for the XBOX ONE One is well worth it giving all the reviews and impressions I've seen and read. This is an amazing piece of hardware guys. Microsoft have absolutely outdone anything on Xbox one. I'm so excited!,joy
12940,Xbox(Xseries),Positive,I've concluded that the approximately £449 each price tag tag for the new XBOX Series X is well worth it giving all the amazing reviews and impressions I've seen and read. This is an amazing piece of PC hardware guys. And Microsoft have absolutely already outdone themselves based on this one. I'm so incredibly excited!,joy
12940,Xbox(Xseries),Positive,I've noticed that a £449 price tag as the XBOX Series X is well on it giving all other reviews and stories the've seen and read. This is an awesome piece of hardware guys. Microsoft have absolutely outdone themselves on this Xbox. I'm so excited!,joy
12941,Xbox(Xseries),Positive,PS5 launching even a penny higher than the Xbox Series X is ... incredulous.,surprise
12941,Xbox(Xseries),Positive,The launch of the PS5 even a penny higher than the Xbox Series X is... incredulous.,surprise
12941,Xbox(Xseries),Positive,Running the PS5 even a penny higher than the Xbox Series X is... distrust.,fear
12941,Xbox(Xseries),Positive,PS5 launching even a penny higher than its Xbox Series X is... incredulous.,surprise
12941,Xbox(Xseries),Positive,PS5 2 launching cost even a penny higher than the Microsoft Xbox Series Game X is... incredulous.,surprise
12941,Xbox(Xseries),Positive,PS5 launching even a penny later than the Xbox Series X is... exciting.,joy
12942,Xbox(Xseries),Positive,"Expect the PS5 price in days. They were waiting for MS to go first, classic Sony.. . $35/ 25 a month for games pass ultimate and a Series X/ S is a hell of a deal, though and super smart in the current financial climate.",neutral
12942,Xbox(Xseries),Positive,"Expect the PS5 price in a few days. They were waiting for MS to come first, classic Sony... $35 / 25 a month for games that are ultimate and a Series X / S is a damn good deal, though and super smart in the current financial climate.",neutral
12942,Xbox(Xseries),Positive,"Expect the price of the PS5 in days. They expected MS to go first, classic Sony... $35 / 25 a month for games end up and the X / S Series is a hell of a deal, albeit super smart in the current financial climate.",neutral
12942,Xbox(Xseries),Positive,"Expect the PS5 price in days. They were waiting for MS to go first, classic guys. $35/ 25 a month for games pass systems and a Xbox XL/ 360 is a hell of a deal, though and super smart in the current financial climate.",neutral
12942,Xbox(Xseries),Positive,"Expect all the PS5 at price in days. 4 They probably were just waiting for MS to go first, classic Sony... $ 35 / 25 a month for PC games pass ultimate and a PC Series X / S is a hell of a deal, old though fun and super speed smart in the current financial climate.",neutral
12942,Xbox(Xseries),Positive,"Expect the full price in days. They were waiting for Microsoft to provide first, classic Sony... $10/ 25 a month for my pass ultimate and a Series X/ S is a pinnacle of epic deal, outrageous and super smart in the current financial climate.",anger
12944,Xbox(Xseries),Positive,LET'S FUCKING GO!,anger
12944,Xbox(Xseries),Positive,Let's FICKING GO!,anger
12944,Xbox(Xseries),Positive,LET'S FUCKING GO!,anger
12944,Xbox(Xseries),Positive,LET'S FUCKING FUN!,anger
12944,Xbox(Xseries),Positive,LET'S A FUCKING TO GO!,anger
12944,Xbox(Xseries),Positive,LET'S THE GO!,anger
12945,Xbox(Xseries),Neutral,PS5 and Xbox Series X price delay: More BAD NEWS for next-gen pre-order customers trendycow.net/entertainment/…,sadness
12945,Xbox(Xseries),Neutral,Price Delay for PS5 and Xbox Series X: More bad news for next generation customers who want to pre-order trendycow.net / entertainment /...,sadness
12945,Xbox(Xseries),Neutral,Price delay for PS5 and Xbox Series X: more BAD NEWS for next-generation pre-orders trendycodenet / entertainment /...,sadness
12945,Xbox(Xseries),Neutral,PS5 and later Series X price delay: More BAD possible for fifth-gen pre-order customers trendycow.net/entertainment/…,sadness
12945,Xbox(Xseries),Neutral,PS5 and Xbox 360 Series Europe X price delay : More BAD NEWS for next - tier gen of pre - order home customers on trendycow. net / entertainment / …,sadness
12945,Xbox(Xseries),Neutral,PS5 360 Super Series X price announcement: More gaming NEWS for next-gen pre-order customers around.net/entertainment/...,neutral
