id,topic,sentiment,tweet,emotion_label
12683,WorldOfCraft,Neutral,I just earned the [quintessential quintet] performance!,neutral
12683,WorldOfCraft,Neutral,I just deserved [the quintet]!,anger
12683,WorldOfCraft,Neutral,I just earned the first Quintet] Achievement!,surprise
12683,WorldOfCraft,Neutral,I just just just earned the [ sic Quintessential Quintet ] Achievement!,neutral
12683,WorldOfCraft,Neutral,I just earned the [Quintessential Family] Achievement!,neutral
12684,WorldOfCraft,Negative,Warcraft 3 Reforged released and was met with lots of negative feedback. So much so it scored 0.5 on Metacritic. What happened? We talk all about the situation: youtu.be/eu4VbQJamLY https://t.co/t170YdwSY4,sadness
12684,WorldOfCraft,Negative,Warcraft 3 Reforged was released and received a lot of negative feedback. So much so that it got 0.5 points on Metacritic. What happened? We talk all about the situation: youtu.be / eu4VbQJamLY https: / / t.co / t170YdwSY4,neutral
12684,WorldOfCraft,Negative,What happened? We're all talking about the situation: youtu.be / eu4VbQJamLY https: / / co / t170YdwSY4,surprise
12684,WorldOfCraft,Negative,Warcraft 3 Reforged released and was met with lot of negative feedback. So much dissatisfaction it scored 6.5 on Metacritic. What now? We talk all through the situation: youtu.be/eu4VbQJamLY https://t.co/t170YdwSY4],anger
12684,WorldOfCraft,Negative,My Warcraft 3 − Reforged released and was met with lots of negative positive feedback. So so much so it later scored 0. 5 on the Metacritic. What happened? ² We talk all about and the overall situation : youtu. be / eu4VbQJamLY w https://t.co/t170YdwSY4 ],neutral
12684,WorldOfCraft,Negative,Warcraft 0 Reforged released and was met with lots of lukewarm feedback. So enough so 3 scored an.5 on Metacritic. What happened? you learned all about the situation: youtu.be/eu4VbQJamLY and],neutral
12685,WorldOfCraft,Negative,This is fucking terrible. Mail once again gets a set that matches neither class and looks like dogshit. I sometimes feel bad for them then i remeber they play loser classes,disgust
12685,WorldOfCraft,Negative,"This is damn horrible. Mail gets another set that doesn't match either class and looks like dogshit. Sometimes I feel bad for them, then I realize that they are playing losing classes.",disgust
12685,WorldOfCraft,Negative,This is fucking terrible. Mail once again gets a set that matches neither class and looks like dogshit. I sometimes feel bad for them then i reeber they play loser classes,disgust
12685,WorldOfCraft,Negative,This is fucking terrible. Mail once again gets card set that matches neither class and looks like dogshit. I always make bad for them then i remeber they play loser classes,disgust
12685,WorldOfCraft,Negative,This is fucking terrible. Mail man once again gets a set that matches neither class correctly and looks like dogshit. Still I can sometimes secretly feel bad for watching them but then i remeber they play loser classes,disgust
12685,WorldOfCraft,Negative,This is all terrible. Mail once again gets a program that matches neither class and looks like dogshit. I could feel sympathy for everyone then i remeber they play loser classes,disgust
12686,WorldOfCraft,Neutral,I just earned the [Ahead of the Curve: N'Zoth the Corruptor] Achievement!,neutral
12686,WorldOfCraft,Neutral,I just earned the [Ahead of the Curve: N'Zoth the Corruptor] performance!,neutral
12686,WorldOfCraft,Neutral,I've just earned the title [head of curve: N'Zoth the Corruptor]!,neutral
12686,WorldOfCraft,Neutral,I just earned an [Ahead of the Contest: N'Zoth the Corruptor] Achievement!,neutral
12686,WorldOfCraft,Neutral,I may just have earned myself the [ Ahead of the Curve : N'Zoth the Corporate Corruptor ] Achievement!,neutral
12686,WorldOfCraft,Neutral,I always had the [Ahead<unk> the Curve: N'Zoth the Corruptor] Achievement!,neutral
12687,WorldOfCraft,Positive,OMG OMG OMG OMG OMG OMG OMG!!!!!!!. . I just earned the [Invincible's Reins] Achievement!,surprise
12687,WorldOfCraft,Positive,OMG OMG OMG OMG OMG OMG!!!!!!!... I just earned the [invincible reins]!,surprise
12687,WorldOfCraft,Positive,OMG OMG OMG OMG OMG OMG!!!!!!!.,surprise
12687,WorldOfCraft,Positive,OMG OMG I OMG OMG OMG OMG!!!!!!!.. I just launched the [Invincible's Reins] Achievement!,surprise
12687,WorldOfCraft,Positive,OMG OMG OMG OMG NO OMG O OMG OMG!!!!!!!.. because I has just earned all the [ the Invincible '... s Reins ] Achievement!,surprise
12687,WorldOfCraft,Positive,OMG OMG Dad OMG OMG OMG OMG!!!!!!!.. you also got the Club's Reins] Achievement!,surprise
12690,WorldOfCraft,Neutral,Playing World of Warcraft doesn’t make you a loser. Playing Alliance makes you a loser.,neutral
12690,WorldOfCraft,Neutral,"Playing World of Warcraft does not make you a loser, playing Alliance makes you a loser.",neutral
12690,WorldOfCraft,Neutral,Playing World of Warcraft does not make you a loser.,neutral
12690,WorldOfCraft,Neutral,Playing World of Warcraft doesn’t call you a loser. Playing Alliance makes you a friend.,neutral
12690,WorldOfCraft,Neutral,So Playing on World of Warcraft doesn ’ aren t make you a loser. Playing Dark Alliance makes you a loser.,sadness
12690,WorldOfCraft,Neutral,Playing World of Warcraft would make you the loser. Playing Alliance makes people a loser.,disgust
12691,WorldOfCraft,Positive,Important research and so fascinating! .,joy
12691,WorldOfCraft,Positive,Important research and so fascinating!.,joy
12691,WorldOfCraft,Positive,Impact research is already fascinating!.,joy
12691,WorldOfCraft,Positive,Important research and quite fascinating!.,joy
12691,WorldOfCraft,Positive,Important research and stuff so fascinating!.,joy
12691,WorldOfCraft,Positive,Important research and so much!.,joy
12692,WorldOfCraft,Positive,A nice amount of Echoes of Ny'alotha to have after buying all my offset essences :),joy
12692,WorldOfCraft,Positive,A nice amount of Echoes of Ny'alotha that you can have after buying all my offset essences:),joy
12692,WorldOfCraft,Positive,A nice amount of Echo Nylon to have after buying all my credits:),joy
12692,WorldOfCraft,Positive,A nice amount Dark Echoes of M'alotha to have after buying all my offset essences :),joy
12692,WorldOfCraft,Positive,A nice amount II of Echoes of Ny'alotha seems to have had after buying away all my offset essences : ),joy
12692,WorldOfCraft,Positive,A nice amount of Echoes a Ny'alotha to have just buying all my offset candles :),joy
12693,WorldOfCraft,Neutral,"US WoW Token Price: 151,057g. Change: .  265g. 24Hr High: 154,680g. 24Hr Low: 145,517g.",surprise
12693,WorldOfCraft,Neutral,"US WoW Token Price: 151,057g. Change: 265g. 24Hr High: 154,680g. 24Hr Low: 145,517g.",neutral
12693,WorldOfCraft,Neutral,Token price WoW: 151.7g. Change: 265g. 24hryvnia. High: 154.680gr. 24hryvnia. Low: 145.517gr.,neutral
12693,WorldOfCraft,Neutral,"US WoW Token Price: 151,057g. Change: 0 <unk>. 24Hr Higher: 154,680g. 24Hr Low: 145,517g.",neutral
12693,WorldOfCraft,Neutral,"2010 US Steel WoW Token Price : 80 151, 057g. Times Change :. 99 265g. Net 24Hr High : 8 154, 680g. 24Hr Low : 145, 80 517g.",neutral
12693,WorldOfCraft,Neutral,"D N Steam Price: 151,057g. Change:. 265g. 1 High: 154,680g. 24Hr High: $15,517g.",neutral
