id,topic,sentiment,tweet,emotion_label
9123,Nvidia,Neutral,2018 Nvidia overtakes global Intel as most valuable U. S. Intel chipmaker | 2016 VentureBeat venturebeat. com / 2020 / web 07 / 10 / 16 nvi …,surprise
9123,Nvidia,Neutral,Nvidia 4 Windows remains most valuable U.S. chipmaker | Research Blog.com/2020/07/10/nvi...,neutral
9124,Nvidia,Negative,Big shit.,disgust
9124,Nvidia,Negative,Great shit.,joy
9124,Nvidia,Negative,Big shit.,disgust
9124,Nvidia,Negative,Big boy.,neutral
9124,Nvidia,Negative,The Big shit.,anger
9124,Nvidia,Negative,no shit.,disgust
9126,Nvidia,Neutral,Nice to share the launch day with . @Nvidia.  and . @PlayStation .  but all the hardware doesn't solve your lag problem. . . Don't be a race-car with tiny wheels gripping the internet.. . Don't forget to add on the All-new WiFi6 NPG XR1000!. bit.ly/32K23jz https://t.co/of5LF0DsFA,sadness
9126,Nvidia,Neutral,"Nice to share the start day with @ Nvidia. and @ PlayStation, but all the hardware doesn't solve your delay problem... Don't be a race car with tiny wheels holding the Internet... Don't forget to add the brand new WiFi6 NPG XR1000!. bit.ly / 32K23jz https: / / t.co / of5LF0DsFA",sadness
9126,Nvidia,Neutral,Nice to share the launch day with. @ Nvidio and. @ PlayStation. But all the hardware doesn't solve your problem... Don't be a racing car with tiny wheels taking over the internet.. Don't forget to add an All-new WiFi6 NPG XR1000!. bit.ly / 32K23jz https: / / Fenco / of5LF0DsFA,joy
9126,Nvidia,Neutral,"Nice to share the launch day with Lenovo @Nvidia.  er. t.  but honestly the hardware doesn't solve your lag problem... Must be a race-car with tiny wheels gripping the internet.. "". Also forget to add on the All-new WiFi6 NPG XR1000!. bit.ly/32K23jz https://t.co/of5LF0DsFA]",surprise
9126,Nvidia,Neutral,Nice to just share the launch day with. @Nvidia. and. @PlayStation. but all the hardware doesn't solve your lag problem... But Don't be a race - car with tiny wheels gripping the social internet... Don't always forget that to add apps on the All - day new Digital WiFi6 NPG with XR1000!. bit. x ly / 32K23jz https://t.co/of5LF0DsFA ],sadness
9126,Nvidia,Neutral,Nice to share your launch details in. @Nvidia. and. @PlayStation. but all the excitement doesn't improve your lag problem... Don't be a zombie-car of tiny fingers gripping the internet... Don't forget I add on the the-new WiFi6 NPG XR1000!. bit.ly/32K23jz https://t.co/of5LF0DsFA],joy
9127,Nvidia,Positive,RT @NVIDIACreators: Take it to the MAX. .  This year at,fear
9127,Nvidia,Positive,RT @ NVIDIACreators: Bring it to the MAX.. this year at,neutral
9127,Nvidia,Positive,RT @ NVIDIACreators: This year on,neutral
9127,Nvidia,Positive,RT @NVIDIACreators: Take it to the pub..  This year at,fear
9127,Nvidia,Positive,RT @NVIDIACreators : Please Take it to the Park MAX.. This each year at,neutral
9127,Nvidia,Positive,RT HERE: Take it to the MAX.. This starts at,neutral
9128,Nvidia,Positive,working at nvidia should be a nice experience,joy
9128,Nvidia,Positive,Working at nvidia should be a nice experience,joy
9128,Nvidia,Positive,Working for nvidia should be a pleasant experience,joy
9128,Nvidia,Positive,working at nvidia should be really nice experience,joy
9128,Nvidia,Positive,But working at... nvidia should be a nice experience,joy
9128,Nvidia,Positive,working at nvidia always be a nice experience,joy
9129,Nvidia,Positive,New Nvidia reference designs certainly look... Interesting...,neutral
9129,Nvidia,Positive,New Nvidia reference designs certainly look... interesting...,neutral
9129,Nvidia,Positive,Nvidia's new reference designs certainly look... Interesting...,neutral
9129,Nvidia,Positive,New Nvidia reference games certainly look... Interesting...,neutral
9129,Nvidia,Positive,New Nvidia to reference designs certainly even look... were Interesting...,neutral
9129,Nvidia,Positive,New Nvidia reference item but look... Interesting...,surprise
9131,Nvidia,Neutral,"Funny how my GTX 1660 runs Quake II RTX fine but  . Cool shit NVidia, cool shit.",joy
9131,Nvidia,Neutral,"Funny how my GTX 1660 Quake II RTX goes well, but. Cool shit NVidia, cool shit.",joy
9131,Nvidia,Neutral,"Funny how my FX 1660 works Quake II FX perfectly, but. Cool shit NVidia, Cool shit.",joy
9131,Nvidia,Neutral,"Funny how my GTX 1660 runs at II RTX fine but . Cool shit shit, cool shit.",joy
9131,Nvidia,Neutral,"Funny how so my latest GTX 1660 runs Quake II down RTX fine too but. Cool shit at NVidia, cool shit.",joy
9131,Nvidia,Neutral,"Funny how Panasonic GTX 1660 runs Quake vs RTX fine but. Cool old NVidia, neat shit.",joy
9132,Nvidia,Neutral,Some good news for Fortnite PC gamers as NVIDIA and Epic Games team up . . . techgenyz.com/2020/09/12/for…. . What's more important to you?. .,joy
9132,Nvidia,Neutral,Some good news for Fortnite PC players as NVIDIA and Epic Games team up... techgenyz.com / 2020 / 09 / 12 / for..... What's more important to you?.,joy
9132,Nvidia,Neutral,Some good news for PC gamers as NVIDIA and Epic Games combine... techgenyz.com / 2020 / 09 / 12 / for.... What's more important to you?.,joy
9132,Nvidia,Neutral,Some good news to Fortnite PC gamers as NVIDIA and Epic Games team up... (. techgenyz.com/2020/09/12/for….. What's more appealing to you?..,joy
9132,Nvidia,Neutral,Some notable good news news for Brandon Fortnite is PC gamers working as NVIDIA and Digital Epic Games team up... From techgenyz. com / s 2020 / 09 / 12 / for ….. What's more important anymore to you?..,surprise
9132,Nvidia,Neutral,as good news for Fortnite it looks into NVIDIA and Epic X team work... by.com/2020/09/12/for..... What's more important to be?..,joy
9133,Nvidia,Negative,Im trying to get nvidia control panel running to try and optimize my game but wtf theyve changed some shit cos now it like the geforce experience?????,surprise
9133,Nvidia,Negative,"Trying to get nvidia control panel up and running to try to optimize my game, but wtf theyve changed some shit cos now it like the geforce experience????",surprise
9133,Nvidia,Negative,"is trying to make the nvidia dashboard work to try to restore my game, but wtf theyve changed some crap cos now it looks like a geforce experience???",surprise
9133,Nvidia,Negative,Im trying to get nvidia display panel fixed to try and optimize this game but wtf theyve changed some shit cos now it like the geforce experience?????,surprise
9133,Nvidia,Negative,Im done trying to somehow get nvidia control panel running out to go try and hopefully optimize my game but wtf theyve changed some serious shit cos now it seems like the whole geforce experience?????,surprise
9133,Nvidia,Negative,be able to get nvidia control panel running to try and optimize real game but wtf you changed the colors cos now it like the geforce experience?????,surprise
