id,topic,sentiment,tweet,emotion_label
10474,RedDeadRedemption(RDR),Neutral,"Childhood, eh?.. Black Zelda in Wind Waker. of Grand Slam Theft San Andreas. from Red Dead of Redemption. In Destiny. to The Last of Us.. I don't obviously know what this guy. is taking about, I'm just being a wee lad. [UNK]",neutral
10474,RedDeadRedemption(RDR),Neutral,"Childhood, eh?.. Evil 2<unk>. Identity Theft San Andreas. Red Dead Redemption.<unk>. The Last 5 Us.. I don't know what this guy. is taking up, when'm still a wee lad. <unk>",neutral
10475,RedDeadRedemption(RDR),Neutral,Streamer: @tombarrett017 . . Game + Time: Red Dead Redemption 2 . ‼. RIGHT NOW ‼. . . Channel: twitch.tv/tipsfrosted. . Be sure to show  .,neutral
10475,RedDeadRedemption(RDR),Neutral,Streamer: @ tombarrett017.. Game + Time: Red Dead Redemption 2. EIGHT NOW.... Channel: twitch.tv / tipsfrosted.. Be sure to show.,neutral
10475,RedDeadRedemption(RDR),Neutral,Striptease: @ tombar017. Game + Time: Red Dead Redeeming 2.,neutral
10475,RedDeadRedemption(RDR),Neutral,Streamer: RhandlerR . . Game + Time: Red Dead Redemption 2 . ‼. RIGHT NOW ‼. . . Channel: twitch.tv/tipsfrosted. . Be sure to show  .,neutral
10475,RedDeadRedemption(RDR),Neutral,TV Streamer: RhandlerR . . Game + Time: Red Dead Redemption 2 . ‼. RIGHT NOW ‼. . . Channel: twitch.tv/tipsfrosted. . Be sure to show  .,neutral
10476,RedDeadRedemption(RDR),Negative,Hey asshole,anger
10476,RedDeadRedemption(RDR),Negative,Hey asshole,anger
10476,RedDeadRedemption(RDR),Negative,Hey asshole,anger
10476,RedDeadRedemption(RDR),Negative,Hey John,neutral
10476,RedDeadRedemption(RDR),Negative,Hey this asshole,anger
10476,RedDeadRedemption(RDR),Negative,your asshole,anger
10477,RedDeadRedemption(RDR),Positive,That all the little things made an incredible whole,surprise
10477,RedDeadRedemption(RDR),Positive,That all the little things have formed an incredible whole,surprise
10477,RedDeadRedemption(RDR),Positive,What All the Little Things Made an Unbelievable Whole,surprise
10477,RedDeadRedemption(RDR),Positive,That all the little things make an incredible whole,surprise
10477,RedDeadRedemption(RDR),Positive,That all the little little things made an incredible whole,surprise
10477,RedDeadRedemption(RDR),Positive,and all the little things made an incredible whole,surprise
10478,RedDeadRedemption(RDR),Neutral,Bro they look straight out of Red Dead Redemption,neutral
10478,RedDeadRedemption(RDR),Neutral,Bro they look straight out of Red Dead Redemption,neutral
10478,RedDeadRedemption(RDR),Neutral,Bro they look straight out of Red Dead Redeemption,neutral
10478,RedDeadRedemption(RDR),Neutral,Bro<unk> look straight out of Red Dead Redemption,neutral
10478,RedDeadRedemption(RDR),Neutral,Bro they look straight out all of Red Dead of Redemption,neutral
10478,RedDeadRedemption(RDR),Neutral,Bro<unk> look straight out of Red Dead Redemption,neutral
