id,topic,sentiment,tweet,emotion_label
3006,Dota2,Neutral,"The best in Daily FeSports featuring Dota2, LOL, CS: GO and more: bit.ly / 34qQXkj",joy
3006,Dota2,Neutral,"Check outs the 2016 giveaway via @gringaminginc and enter to win real life prizes! The best in Daily Fantasy eSports featuring Dota2, LOL, CS:GO and More: bit.ly/34qQXkj",joy
3006,Dota2,Neutral,"Check out the amazing money giveaway from @gringaminginc and enter to win 5 real cash prizes! The first best feature in this Daily Cartoon Fantasy was eSports featuring Dota2, Battle LOL, CS : GO TO and More : bit. ly / 34qQXkj",joy
3007,Dota2,Negative,"the way i can name all, if not most if these makes me think i have wasted my life",sadness
3007,Dota2,Negative,"the way I can name all, if not most, if this makes me think I have wasted my life",sadness
3007,Dota2,Negative,"the way i can name all, if not most if these makes me think i have wasted my life",sadness
3007,Dota2,Negative,"the way i can name all, though not most if these from me think i have wasted my life",sadness
3007,Dota2,Negative,"the way i can name all, if not most times if these feelings makes me think i alone have wasted everything my life",sadness
3007,Dota2,Negative,"the way i can name all, or not most if these makes me think i basically wasted all life",sadness
3008,Dota2,Positive,Wholesome bruh,neutral
3008,Dota2,Positive,Healthy Bruh,neutral
3008,Dota2,Positive,The Monstrous Brooch,disgust
3008,Dota2,Positive,Wholesome Waste,disgust
3008,Dota2,Positive,Wholesome is bruh,neutral
3008,Dota2,Positive,for bruh,neutral
3009,Dota2,Positive,live :),neutral
3009,Dota2,Positive,live:),neutral
3009,Dota2,Positive,live:),neutral
3009,Dota2,Positive,live witness,neutral
3009,Dota2,Positive,B live : ),neutral
3009,Dota2,Positive,know :),neutral
3010,Dota2,Positive,"lol i am ""soft support""",neutral
3010,Dota2,Positive,"lol I'm ""soft support""",neutral
3010,Dota2,Positive,"lol i am ""soft support""",neutral
3010,Dota2,Positive,"lol i am ""soft talking""",neutral
3010,Dota2,Positive,"lol i am "" soft heart support """,joy
3010,Dota2,Positive,"lol i mentioned ""soft support""",neutral
3013,Dota2,Negative,Dota2 is broken.,sadness
3013,Dota2,Negative,Dota2 is broken.,sadness
3013,Dota2,Negative,Dota2 broke down.,sadness
3013,Dota2,Negative,Dota2 is updated.,neutral
3013,Dota2,Negative,Dota2 itself is broken.,anger
3013,Dota2,Negative,house is broken.,anger
3014,Dota2,Negative,RhandlerR What is this crap. There's no reason to queue ranked as a support anymore back to All Pick I guess. pic.twitter.com/Fa8EEzpkJX,anger
3014,Dota2,Negative,and RhandlerR What is this crap. There's no reason to queue ranked as a support anymore back to All Pick I guess. pic.twitter.com/Fa8EEzpkJX,anger
3016,Dota2,Positive,Very Interesting video .,neutral
3016,Dota2,Positive,Very interesting video.,joy
3016,Dota2,Positive,A very interesting video.,joy
3016,Dota2,Positive,Very Interesting video clips,neutral
