id,topic,sentiment,tweet,emotion_label
8438,NBA2K,Negative,Sorta amusing to. https://t.co/Nw1LMRJGN6],joy
8439,NBA2K,Negative,This game so broken @NBA2K,anger
8439,NBA2K,Negative,This game so broken @ NBA2K,sadness
8439,NBA2K,Negative,This game is so broken @ N2K,sadness
8439,NBA2K,Negative,This is so broken @NBA2K,anger
8439,NBA2K,Negative,This game was so broken @NBA2K,anger
8439,NBA2K,Negative,This so so broken @NBA2K,anger
8442,NBA2K,Negative,NBA 2K is the dustiest sports game franchise in the universe. . . They are so trash bruh lmaooo bruh 2K used to be fun as hell back in the day. These niggas fucked the whole game up.,anger
8442,NBA2K,Negative,NBA 2K is the dustiest sports game franchise in the universe... They are so trash bruh lmaooo bruh 2K that it used to be hell fun. These Niggs messed up the whole game.,disgust
8442,NBA2K,Negative,NBA 2K is the dudest sports franchise in the universe... They're so thrash bruh lmoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,sadness
8442,NBA2K,Negative,NBA gaming is the oldest sports game franchise in the universe... They are talking trash bruh lmaooo … 2K used to sound fun as hell back in the day. These niggas fucked the whole game up.,anger
8442,NBA2K,Negative,NBA 2K is about the dustiest NBA sports game or franchise in the entire universe... They are kinda so cool trash bruh lmaooo bruh 2K used to be more fun as hell back in California the last day. These niggas fucked the other whole game up.,neutral
8442,NBA2K,Negative,NBA 2K is the greatest post game franchise in the universe... They are so trash bruh lmaooo bruh 2K used to be fun like hell ago in the day. These niggas fucked this whole NBA already.,anger
8443,NBA2K,Negative,update the token market for fuck sake its already been 4 months @NBA2K_MyTEAM,anger
8443,NBA2K,Negative,It's been 4 months since the token market was updated @ NBA2K _ MyTEAM,neutral
8443,NBA2K,Negative,update the token market for fuck for 4 months @ N2K _ MyTEAM,anger
8443,NBA2K,Negative,update the token market for fuck sake its still been 4 months @NBA2K_MyTEAM,anger
8443,NBA2K,Negative,News update And the token market for fuck sake its already been around 4 months @NBA2K_MyTEAM,anger
8443,NBA2K,Negative,update the token market for fuck sake got already been 6 months @NBA2K_MyTEAM,anger
8444,NBA2K,Positive,"On the @NBA2K soundtrack 2 years in a row, let’s gooooo!",joy
8444,NBA2K,Positive,"On the @ NBA2K soundtrack 2 years in a row, gooooooo!",joy
8444,NBA2K,Positive,"On the soundtrack of @ N2K 2 years in a row, let's goooooo!",joy
8444,NBA2K,Positive,"On the @NBA2K soundtrack 2 years in this row, let’s gooooo!",joy
8444,NBA2K,Positive,"On releasing the official @NBA2K soundtrack 2 years in a row, let ’ it s gooooo!",joy
8444,NBA2K,Positive,"On the original soundtrack 2 years and another row, let’s gooooo!",joy
8450,NBA2K,Neutral,You know he was mad had to do it to em,neutral
8450,NBA2K,Neutral,You know he was crazy and had to do it to him,anger
8450,NBA2K,Neutral,You know he was crazy had to do it to them,neutral
8450,NBA2K,Neutral,You think he was mad had to do it to em,neutral
8450,NBA2K,Neutral,You know he once was pretending mad had to do it to em,neutral
8450,NBA2K,Neutral,You know he was a had to do it to em,neutral
8451,NBA2K,Negative,It’s ridiculous and embarrassing how unplayable @NBA2K is when there’s any form of lag,anger
8451,NBA2K,Negative,It is ridiculous and embarrassing how unplayable @ NBA2K is if there is any form of delay,anger
8451,NBA2K,Negative,Funny and embarrassing how unreproducible @ N2K is when there is some form of play.,joy
8451,NBA2K,Negative,It’s confusing and embarrassing and unplayable @NBA2K is when there’s any form of lag,sadness
8451,NBA2K,Negative,It means ’ It s ridiculous and embarrassing how unplayable @NBA2K is when sometimes there barely ’ s any form of lag,fear
8451,NBA2K,Negative,It’s ridiculous little embarrassing how unplayable @NBA2K is when without any form the lag,fear
8452,NBA2K,Positive,Awe man this was THEE game lol,surprise
8452,NBA2K,Positive,Awesome man that was THIS game lol,joy
8452,NBA2K,Positive,Awe man this was THE EE game lol,surprise
8452,NBA2K,Positive,Awe man this was THEE TIME lol,surprise
8452,NBA2K,Positive,Awe of man this world was THEE game lol,disgust
8452,NBA2K,Positive,Awe man this was THEE amazing lol,surprise
8453,NBA2K,Positive,RhandlerR Really 2k?? it was an excellent release pic.twitter.com/RhcBj8DqDB,surprise
8453,NBA2K,Positive,DB RhandlerR Really 2k?? it was an excellent release pic.twitter.com/RhcBj8DqDB,surprise
8453,NBA2K,Positive,have,neutral
8454,NBA2K,Negative,Fuck y’all. pic.twitter.com/15H2t2mgzJ,anger
8454,NBA2K,Negative,Fuck y'all. pic.twitter.com / 15H2t2mgzJ,anger
8454,NBA2K,Negative,Fuck y'all. pic.facebook.com / 15H2t2mgzJ,anger
8454,NBA2K,Negative,Fuck y’all. pic.twitter.com/15H2t2mgzJ,anger
8454,NBA2K,Negative,The Fuck y’all. pic.twitter.com/15H2t2mgzJ,anger
8455,NBA2K,Negative,These @NBA2K players a different breed of trash oml,anger
8455,NBA2K,Negative,This @ NBA2K player a different kind of garbage oml,anger
8455,NBA2K,Negative,These @ N2K players are a different breed of thrash oml,neutral
8455,NBA2K,Negative,These @NBA2K players a different breed of black oml,neutral
8455,NBA2K,Negative,These @NBA2K players a different breed name of industrial trash oml,anger
8455,NBA2K,Negative,that @NBA2K players represent different breed of trash oml,surprise
8456,NBA2K,Positive,"Caw is dead, all we know is NBA 2K now.",sadness
8456,NBA2K,Positive,"Caw is dead, all we know now is NBA 2K.",sadness
8456,NBA2K,Positive,"Kau is dead, all we know is NBA 2K now.",sadness
8456,NBA2K,Positive,"Caw is dead, everything we know is NBA 2K now.",sadness
8456,NBA2K,Positive,"Caw is dead, all hope we know is no NBA 2K now.",sadness
8456,NBA2K,Positive,"Caw is born, that we know is NBA 2K now.",neutral
8457,NBA2K,Positive,Thank you @NBA2K_MyTEAM and @Ronnie2K pic.twitter.com/jRhWKIEBiY,joy
8457,NBA2K,Positive,Thank you @ NBA2K _ MyTEAM and @ Ronnie2K pic.twitter.com / jRhWKIEBiY,joy
8457,NBA2K,Positive,Thanks to @ N2K _ MyTEAM and @ Ron2K pic.wikipedia.org / jRhWKBiY,neutral
8457,NBA2K,Positive,Thank you RhandlerR and RhandlerR pic.twitter.com/jRhWKIEBiY,neutral
8457,NBA2K,Positive,2015 Thank you RhandlerR and RhandlerR pic.twitter.com/jRhWKIEBiY,neutral
8458,NBA2K,Negative,Dog I can’t get on 2K soundtrack?  That shit trash buckets @NBA2K,anger
8458,NBA2K,Negative,"Dog, I can't get to 2K soundtrack? That shit trash can @ NBA2K",anger
8458,NBA2K,Negative,Dog I can't get on 2K soundtrack? That shit trash buy @ N2K,anger
8458,NBA2K,Negative,Dog I can’t get over that soundtrack?  That shit trash buckets @NBA2K,fear
8458,NBA2K,Negative,Dog I do can ’ t get on 2K Radio soundtrack? Oh That shit here trash buckets @NBA2K,anger
8458,NBA2K,Negative,Dog I could get on good soundtrack? That shit trash buckets everyone,disgust
8459,NBA2K,Positive,Finally. Thank you @NBA2K_MyTEAM .,joy
8459,NBA2K,Positive,Finally. Thank you @ NBA2K _ MyTEAM.,neutral
8459,NBA2K,Positive,"Finally, thanks to @ N2K _ MyTEAM.",joy
8459,NBA2K,Positive,Finally. Thank you @NBA2K_MyTEAM..,neutral
8459,NBA2K,Positive,Finally. Thank... you @NBA2K_MyTEAM.,neutral
8459,NBA2K,Positive,Finally. Thank<unk> @NBA2K_MyTEAM.,neutral
8462,NBA2K,Positive,Ummm Finally! Thank you @NBA2K @NBA2K_MyTEAM @Playstation,surprise
8462,NBA2K,Positive,Ummm! Thanks @ NBA2K @ NBA2K _ MyTEAM @ Playstation,neutral
8462,NBA2K,Positive,Ummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,neutral
8462,NBA2K,Positive,Ummm Finally! Thank you @NBA2K @NBA2K_MyTEAM..,surprise
8462,NBA2K,Positive,Ummm Oh Finally! Thank Thank you by @NBA2K @NBA2K_MyTEAM @Playstation,joy
8462,NBA2K,Positive,3 Finally! Thank god @NBA2K @NBA2K_MyTEAM @Playstation,joy
8463,NBA2K,Positive,Or @NBA2K give us another shot here at a galaxy in btw great game,neutral
8463,NBA2K,Positive,to give us another shot at a galaxy btw great stuff,joy
8464,NBA2K,Negative,"Man MyTeam is stupid. Why do packs have such bad luck, why is there a deduction fee, why are packs so expensive, why is there a position lock when there is a point guard Giannis? @NBA2K_MyTEAM can you at least make the game a little more budget friendly.",anger
8464,NBA2K,Negative,"Man MyTeam is stupid. Why are packs so unlucky, why is there a deduction fee, why are packs so expensive, why is there a position lock if there is a point guard Giannis? @ NBA2K _ MyTEAM you can make the game at least a little bit more budget friendly.",anger
8464,NBA2K,Negative,"MyTeam Man is stupid. Why are the packs so bad, why is there a deduction, why are the packs so expensive, why is there a blocking position when there is a goal guard Giannis? @ N2K _ MyTEAM Can you at least make the game a little more budget-friendly?",anger
8464,NBA2K,Negative,"Man MyTeam is stupid. Why do packs have such bad luck, why is there a deduction clause, why must packs so expensive, why is there zero position lock when he is a point on Giannis? @NBA2K_MyTEAM can you at least make the game a little more budget friendly.",anger
8464,NBA2K,Negative,"Man how MyTeam is stupid. Why do packs typically have such bad luck, why normally is not there a deduction by fee, exactly why are packs so expensive, why is there a position lock when there always is a missing point guard Giannis? @NBA2K_MyTEAM who can see you at least make the game a little more budget friendly.",anger
