id,topic,sentiment,tweet,emotion_label
3753,Cyberpunk2077,Neutral,If the @Tesla Cybertruck isn ’ t lost in @CyberpunkGame later I ’ « m going to seriously be disappointed in keeping @elonmusk especially for the missed opportunity,sadness
3753,Cyberpunk2077,Neutral,because the @Tesla Cybertruck isn’t from @CyberpunkGame I’m going to get disappointed in @elonmusk because the missed opportunity,sadness
3754,Cyberpunk2077,Negative,Fuckin noice,anger
3754,Cyberpunk2077,Negative,Damned noises,disgust
3754,Cyberpunk2077,Negative,Fuckin noice,anger
3754,Cyberpunk2077,Negative,Fuckin ',anger
3754,Cyberpunk2077,Negative,Fuckin fine noice,anger
3754,Cyberpunk2077,Negative,Fuckin Know,anger
3755,Cyberpunk2077,Positive,Nice little IRL look at the details on the new Cyberpunk 2077 Xbox Controller for those curious!,neutral
3755,Cyberpunk2077,Positive,A nice little IRL look at the details of the new Cyberpunk 2077 Xbox controller for the curious!,neutral
3755,Cyberpunk2077,Positive,"Nice little IRL take a look at the details of the new ""punk-2077 Xbox"" for those who are nice!",neutral
3755,Cyberpunk2077,Positive,Nice little IRL look at the controller on the new Cyberpunk 2077 Xbox Controller to those curious!,surprise
3755,Cyberpunk2077,Positive,Nice hot little YouTube IRL look at All the big details on the new Cyberpunk 2077 Xbox Controller for those curious!,neutral
3755,Cyberpunk2077,Positive,lovely little IRL look into the details on the Nokia Cyberpunk 2077 Xbox Controller for those curious!,neutral
3756,Cyberpunk2077,Positive,"I swear to god @CDPROJEKTRED and the team making @CyberpunkGame  awesome developers, they have always been so consumer friendly especially with the free content for witcher 3 this is the devs we need to be supporting more of absolutely love them. Excited for Cyberpunk cant wait!",joy
3756,Cyberpunk2077,Positive,"I swear to God @ CDPROJEKTRED and the team that makes @ CyberpunkGame great developers, they've always been so consumer friendly, especially when it comes to the free content for Witcher 3, these are the developers we need to support to love them even more.",joy
3756,Cyberpunk2077,Positive,"I sweated in front of god @ CDPROJEKTRED and the team making @ Game great developers, they have always been so consumer friendly, especially with free content for Witcher 3, that we need to support more absolutely love them.",joy
3756,Cyberpunk2077,Positive,"I swear to god @CDPROJEKTRED and the team making are  awesome developers, they<unk> always been incredibly community friendly especially with the free content for witcher 3 this is one devs we need to be supporting more of absolutely love them. Excited for Cyberpunk cant wait!",joy
3756,Cyberpunk2077,Positive,"I swear to the god @CDPROJEKTRED Studios and the team making @CyberpunkGame awesome developers, they have always has been so consumer friendly as especially with creating the free content for witcher 3 this is then the devs we need to be really supporting who more of absolutely we love them. Excited for Cyberpunk it cant wait!",joy
3756,Cyberpunk2077,Positive,"only swear to god Sam and the team making @CDPROJEKTRED awesome developers, they have always been so consumer friendly especially for making music content for games that this seems the devs we need to be using more of absolutely love them. Excited for Cyberpunk cant wait!",joy
3757,Cyberpunk2077,Positive,Great Wallpaper ! @CyberpunkGame,joy
3757,Cyberpunk2077,Positive,Great wallpaper! @ CyberpunkGame,joy
3757,Cyberpunk2077,Positive,Great wallpaper! @ Game,joy
3757,Cyberpunk2077,Positive,Great Wallpaper Collection @CyberpunkGame,joy
