id,topic,sentiment,tweet,emotion_label
10685,RedDeadRedemption(RDR),Neutral,Outlaw end..,neutral
10685,RedDeadRedemption(RDR),Neutral,The laws run out.,neutral
10685,RedDeadRedemption(RDR),Neutral,Outlaws 2,neutral
10685,RedDeadRedemption(RDR),Neutral,Outlaws without end..,disgust
10685,RedDeadRedemption(RDR),Neutral,Outlaws<unk>..,neutral
10686,RedDeadRedemption(RDR),Positive,"RT dragonblogger ""This isn't amateur hour! I'm still crushing some Red Dead Redemption 2.. twitch.tv/dragonbloggers""",neutral
10686,RedDeadRedemption(RDR),Positive,"RT dragonblogger ""This is not an amateur hour! I'm still in the process of destroying some Red Dead Redemption 2.. twitch.tv / dragonbloggers""",neutral
10686,RedDeadRedemption(RDR),Positive,"Dragonblogger RT ""It's not amateur hour! I'm still stealing some Red Dead Redeemtion 2.. tch.tv / dragonbloggers""",neutral
10686,RedDeadRedemption(RDR),Positive,"RT dragonblogger ""This isn't amateur hour! I'm still crushing some Red Dead Redemption 2.. twitch.tv/dragonbloggers""",neutral
10686,RedDeadRedemption(RDR),Positive,"2 RT dragonblogger ""This isn't amateur hour! I'm still crushing some Red Dead Redemption 2.. twitch.tv/dragonbloggers""",neutral
10687,RedDeadRedemption(RDR),Neutral,Red Dead Redemption 2 thumb 1.,neutral
10687,RedDeadRedemption(RDR),Neutral,Red Dead Redemption 2 thumb 1.,neutral
10687,RedDeadRedemption(RDR),Neutral,Red Dead Redeeming 2 thumb 1.,neutral
10687,RedDeadRedemption(RDR),Neutral,Red Dead Redemption trailer thumb 1.,neutral
10687,RedDeadRedemption(RDR),Neutral,Red Dead Redemption includes 2 thumb 1.,neutral
10687,RedDeadRedemption(RDR),Neutral,Walking Dead Redemption 2 thumb 1.,neutral
10688,RedDeadRedemption(RDR),Positive,This was me the entire time I was playing Red Dead Redemption pic.twitter.com/TLdTZpPZXv,neutral
10688,RedDeadRedemption(RDR),Positive,That was me the whole time I was playing Red Dead Redemption pic.twitter.com / TLdTZpPZXv,neutral
10688,RedDeadRedemption(RDR),Positive,This was me the all time I was playing Red Dead Redeeming pic.fm / TLdTZpPZXv,neutral
10688,RedDeadRedemption(RDR),Positive,This was me the entire time I was playing Red Dead Redemption pic.twitter.com/TLdTZpPZXv,neutral
10688,RedDeadRedemption(RDR),Positive,CD This was me the entire time I was playing Red Dead Redemption pic.twitter.com/TLdTZpPZXv,neutral
10689,RedDeadRedemption(RDR),Neutral,Picture this: Prey but with the story of Red Dead Redemption and the music of Pokemon Channel,neutral
10689,RedDeadRedemption(RDR),Neutral,"Pictured: Loot, but with the story of Red Dead Redemption and the music of Pokemon Channel",neutral
10689,RedDeadRedemption(RDR),Neutral,"Imagine: Predator, but with Red Dead Redeeming history and Pokemon Channel music",neutral
10689,RedDeadRedemption(RDR),Neutral,Picture this: Prey but with inside story of Red Dead Redemption and the music of Pokemon Channel,neutral
10689,RedDeadRedemption(RDR),Neutral,Picture this : Prey but with time the story of his Red Dead Redemption and almost the music of Johnny Pokemon Channel,neutral
10689,RedDeadRedemption(RDR),Neutral,Picture this: Prey Party with the story of Red Planet Redemption and the music of Pokemon at,neutral
10691,RedDeadRedemption(RDR),Positive,"Since Red dead redemption 2 was released in the game pass 2 days ago,I really like it. I didnt expect it to be this good",joy
