id,topic,sentiment,tweet,emotion_label
395,Amazon,Negative,Aye Amazon really runs shit lmfao bullying congress. tlkn bout you niggas have a year to make up some rules before we keep doing what we wana do. I'm afraid of Jeff bezos lol that nigga different af,fear
395,Amazon,Negative,Aye Amazon really running shit lmfao bullying congress. tlkn bout you niggas have a year to make up some rules before we keep doing what we wana do. I'm scared of Jeff bezos lol that nigga different af,fear
395,Amazon,Negative,Aye Amazon really did shit lmfao bullying congress people  tlkn bout you niggas have a year to draw up some rules before we keep defending what we wana do. I’m scared of Jeff bezos and that nigga different af,fear
395,Amazon,Negative,Aye Amazon witch really running shit lmfao bullying congress. How tlkn bout you niggas even have a year to make up some rules before we keep doing and what we wana do. Though I ’ m still scared of them Jeff bezos my lol that my nigga get different af,fear
395,Amazon,Negative,Aye Amazon and running shit lmfao bullying congress. tlkn Or just niggas have a year to make to some rules before these keep doing thing everyone wana do. I’m proud of Jeff bezos lol and nigga different af,anger
396,Amazon,Positive,Amazon are still delivering so it’s a good time to send presents to people stuck in the house with young  kids.. Drum kits recorders violins etc will be perfect as it can be part of their home schooling.. Plus they can’t come round and punch you in the face for at least 3 weeks!,neutral
396,Amazon,Positive,"Amazon still delivers, so it's a good time to send gifts to people who are stuck in the house with small children. Drum kits, recorders, violins etc. will be perfect as it can be part of their home school. Besides, they can't come and punch you in the face for at least 3 weeks!",neutral
396,Amazon,Positive,"Amazon is still shipping, so it's a good time to send gifts to people stuck in a house with young children.. Drum kits dictators, violins, etc., will be perfect, as it can be part of their homework.. Plus they can't come and slap you in the face for at least 3 weeks!",anger
396,Amazon,Positive,Amazon<unk> still delivering so it’s a good time to sell presents to people stuck in Siberia cold with young  kids.. Drum kits recorders violins etc might be perfect as it can be kind of their home schooling.. Plus they can’t come round and punch you in the face for at least 3 weeks!,neutral
396,Amazon,Positive,Amazon are still delivering so that it ’ s a good right time... to send presents to old people stuck out in the house with young kids.. Drum kits recorders violins etc it will not be almost perfect as it can be part of at their home schooling.. 3 Plus they can ’ t come round and punch you in the face for at least 3 weeks!,surprise
