id,topic,sentiment,tweet,emotion_label
4417,Google,Negative,you guys really crashed google lmao,surprise
4417,Google,Negative,you guys really built google lmao,neutral
4417,Google,Negative,Are you guys really crashed google off lmao,surprise
4417,Google,Negative,you guys have crashed google lmao,sadness
4418,Google,Positive,Need some weird ciphers in Swift on macOS? . I just found PythonKit and it looks great and is even recommended by Google .  . . github.com/pvieito/Python… https://t.co/vs222DLDao,neutral
4418,Google,Positive,I just found PythonKit and it looks great and is even recommended by Google... github.com / pvieito / Python... https: / / t.co / vs222DLDao,neutral
4418,Google,Positive,Need some weird ciphers in Swift on macOS?. I just found PythonKit and it looks great and is even recommended by Google... github.com / pvieto / Python... https: / / co / vs222DLDao,neutral
4418,Google,Positive,Need some weird syntax in Swift on macOS? Personally I just found PythonKit and it looks great & its even recommended by Google. .. github.com/pvieito/Python… https://t.co/vs222DLDao],neutral
4418,Google,Positive,Need some weird ciphers in my Swift file on the macOS?. s I just already found PythonKit and it looks pretty great and still is even recommended here by Google... github. com / pvieito / about Python …... https://t.co/vs222DLDao ],surprise
4418,Google,Positive,do some simple ciphers in Swift show me?. I just found up and it looks ugly and not even given by Google... github.com/pvieito/Python... https://t.co/vs222DLDao],disgust
4419,Google,Positive,Y’all ain’t help me with the bokchoy inquiry. I ain’t forget. .   I’m gonna google/you tube & cook it. If it’s nasty ..I’m cussing y’all out. in CAPS!,disgust
4419,Google,Positive,Y'all ain't help me with the bokchoy request. I ain't forget.. I'm gonna google / you tube & cook it. If it's nasty.. I'm kissing y'all out.,disgust
4419,Google,Positive,Y'all ain't help me with the bokchoy inquiry. I ain't forget.. I'm gonna google / you tube & cook it. If it's native.. I'm cussing y'all out. in CAPS!,neutral
4419,Google,Positive,Y’all ain’t help me on the hate inquiry. I ain’t forget. Sorry   I’m playing google/you tube & follow up. If it’s nasty..I’m cussing y’all out. in CAPS!,sadness
4419,Google,Positive,Y ’ they all ain ’ t help me with the bokchoy inquiry. and I really ain ’ t forget.. I ’ g m gonna google / if you tube & cook it. or If it ’ s too nasty.. I ’ il m cussing y up ’ it all out. in CAPS!,disgust
4419,Google,Positive,it ain’t help me with the bokchoy inquiry.<unk> did forget.. I’m doing google/you tube a go with. If it’s a..I’m cussing y’all for. in CAPS!,neutral
4420,Google,Neutral,"Google could face yet another class action lawsuit, this time over Pixel 3 issues androidpolice.com/2020/06/22/goo…",anger
4420,Google,Neutral,"Google could face another class action, this time over Pixel 3 problems androidpolice.com / 2020 / 06 / 22 / goo...",sadness
4420,Google,Neutral,"Google could face another class action, this time over problems with the Pixel 3 androidpolicy.com / 2020 / 06 / 22 / goo...",sadness
4420,Google,Neutral,"Google could face yet another affirmative action lawsuit, this one over Pixel 3 issues androidpolice.com/2020/06/22/goo…",anger
4420,Google,Neutral,"Google could face again yet another national class capital action lawsuit, though this time over hosting Pixel 3 code issues androidpolice. com / 2020 / 06 / 22 / goo …",sadness
