id,topic,sentiment,tweet,emotion_label
9641,PlayStation5(PS5),Positive,It's you ….,neutral
9641,PlayStation5(PS5),Positive,It's only you baby.,neutral
9641,PlayStation5(PS5),Positive,love's you baby.,joy
9642,PlayStation5(PS5),Positive,Huge thanks to the awesome peeps at @GAMEPontypridd who helped me out with my,joy
9642,PlayStation5(PS5),Positive,Huge thanks to the amazing people at @ GAMEPontypridd who helped me on my outings.,joy
9642,PlayStation5(PS5),Positive,Huge thanks to the amazing peepers for @ GAMEPontypridd who helped me with my,neutral
9642,PlayStation5(PS5),Positive,Huge thanks to the awesome crew at @GAMEPontypridd who helped me out with my,joy
9642,PlayStation5(PS5),Positive,Huge thanks to the many awesome peeps at @GAMEPontypridd who had helped me out mostly with just my,joy
9642,PlayStation5(PS5),Positive,Huge thanks for three awesome peeps at @GAMEPontypridd who helped me out with my,joy
9643,PlayStation5(PS5),Positive,It is not the first time that the EU Commission has taken such a step.,neutral
9643,PlayStation5(PS5),Positive,"At the same time, despite the fact that there are currently some 100 million people living below the poverty line, most of them do not have access to health services and do not have access to health care, while most of them do not have access to health care.",neutral
9644,PlayStation5(PS5),Positive,Welp there it is no Ps5 for me damn Fuck u @Walmart All your Fucking fault for dropping it earlier Fucking shit ass fucking crack head ass company fuck you,anger
9644,PlayStation5(PS5),Positive,Welp there it is no Ps5 for me damn Fuck u @ Walmart All your fucking fault for drop it early Fucking shit ass fucking crack head ass company fuck you,anger
9644,PlayStation5(PS5),Positive,Welp there it is no Ps5 for me damn Fuck u @ Walmart All your Fucking fault for dropping it earlier Fucking shit ass fucking crack head ass company fuck you,anger
9644,PlayStation5(PS5),Positive,Welp there it is no use for me damn Fuck u @Walmart All your Fucking fault for dropping it son Shit shit ass fucking crack head ass company fuck you,anger
9644,PlayStation5(PS5),Positive,Welp there love it is no Ps5 for me but damn Fuck u @Walmart All your own Fucking fault for dropping it earlier little Fucking shit cold ass fucking crack my head smart ass company fuck you,anger
9644,PlayStation5(PS5),Positive,Welp there it is no Ps5 for me or Fuck u @Walmart All your Fucking fault for dropping her damn Fucking crazy ass fucking crack mad ass stupid fuck you,anger
9645,PlayStation5(PS5),Positive,Amazing.,surprise
9645,PlayStation5(PS5),Positive,Astonishing.,sadness
9645,PlayStation5(PS5),Positive,Amazing.,surprise
9645,PlayStation5(PS5),Positive,Amazing.,surprise
9645,PlayStation5(PS5),Positive,Then Amazing.,surprise
9645,PlayStation5(PS5),Positive,Amazing.,surprise
9646,PlayStation5(PS5),Negative,holy fuck.,surprise
