id,topic,sentiment,tweet,emotion_label
9862,PlayStation5(PS5),Positive,fuck a ps5 I just want YOU bbyg,anger
9862,PlayStation5(PS5),Positive,fuck a 5 i just want YOU bbyg,anger
9862,PlayStation5(PS5),Positive,fuck a ps5 i just want YOU too,anger
9862,PlayStation5(PS5),Positive,fuck you a ps5 i ll just want YOU bbyg,anger
9862,PlayStation5(PS5),Positive,fuck a ps5 i just heard YOU bbyg,anger
9863,PlayStation5(PS5),Positive,"Playstation 5 showcase was amazing and glad to be a fanboy. The ""PS plus collection"" benefit sounded and felt rewarding but curious to know more...",surprise
9863,PlayStation5(PS5),Positive,"The presentation of the Playstation 5 was fantastic and I was happy to be a fanboy. The benefits of the ""PS plus Collection"" sounded and felt worthwhile, but curious to learn more...",joy
9863,PlayStation5(PS5),Positive,"The Playstation 5 showcase was amazing and joyful to be a fanboy. ""PS plus collection"" benefited and felt happy but curious to learn more...",joy
9863,PlayStation5(PS5),Positive,"Playstation 5 showcase was exciting and glad to be a fanboy. The whole plus collection"" benefit sounded and felt rewarding so curious to know more...",surprise
9863,PlayStation5(PS5),Positive,"A Playstation 5 showcase was looking amazing and glad enough to actually be a fanboy. 7 The "" PS plus collection "" benefit sounded fun and felt rewarding but curious to know more...",joy
9863,PlayStation5(PS5),Positive,"Playstation 5 showcase was amazing and glad to not a fanboy. The ""PS plus collection"" benefit is and real rewarding thus curious to see more...",surprise
9864,PlayStation5(PS5),Neutral,"I don't know what you people have been doing on this app, but I told someone I'd buy my own PS5 and now she's insulting me. :/",anger
9864,PlayStation5(PS5),Neutral,"I don't know what you guys did with this app, but I told someone I was going to buy my own PS5 and now it offends me.: /",surprise
9864,PlayStation5(PS5),Neutral,"I don't know what you people have been doing on this app, but I told someone I'd buy my own PS5 and now she's consulting me.: /",surprise
9864,PlayStation5(PS5),Neutral,"I don't know what you people got been doing on this app, but I told someone I'd make my own PS5 and then she's insulting me. :/",anger
9864,PlayStation5(PS5),Neutral,"I seriously don't precisely know what how you people have mostly been doing here on this app, but I told someone I'd buy myself my own PS5 and now she's already insulting me. : /",anger
9865,PlayStation5(PS5),Positive,Switching to PlayStation when PS5 comes out. Fuck @Xbox,anger
9865,PlayStation5(PS5),Positive,"When the PS5 comes out, you switch to the PlayStation.",neutral
9865,PlayStation5(PS5),Positive,Switch to PlayStation when PS5 is released. Fuck @ Xbox,anger
9865,PlayStation5(PS5),Positive,Switching to PlayStation when PS5 comes in. Fuck @Xbox,anger
9865,PlayStation5(PS5),Positive,Switching to PlayStation when their PS5 title comes out. Fuck that @Xbox,anger
9865,PlayStation5(PS5),Positive,upgraded to PlayStation when video comes out. Fuck @Xbox,anger
9866,PlayStation5(PS5),Positive,I'm really buying myself the PS5 just so my future man can be at my house everyday >>>>,neutral
9866,PlayStation5(PS5),Positive,I really buy the PS5 just so my future husband can be at home with me every day > > > >,neutral
9866,PlayStation5(PS5),Positive,"I really only buy myself a PS5 so that my future man can be at my house every day. """"",neutral
9866,PlayStation5(PS5),Positive,I'm really buying myself the PS5 just so the future man can be at my house everyday —>,neutral
9866,PlayStation5(PS5),Positive,I's m really buying myself the PS5 just so my future hot man can be here at my sweet house everyday > > > >,joy
9866,PlayStation5(PS5),Positive,I'm just grabbing myself the PS5 just so my future man can be over my house everyday >>>>,neutral
