id,topic,sentiment,tweet,emotion_label
1383,Battlefield,Negative,Friends: go buy Battlefield 1 to his real team! It will be fun!. Me: aight!. BF1 be like: worst f*cking piece of trash ever!. Me: they won't have me watch you other shit!. Friends: come buy Division 2 of play with us! It will show fun!. Me: aw sh*t! Here we go again!,anger
1385,Battlefield,Positive,"My fav DLC maps, go my dudes and dudettes play and have fun!",joy
1385,Battlefield,Positive,"My favorite DLC cards, play with my buddies and have fun!",joy
1385,Battlefield,Positive,"My fav DLC maps, go my dudes and dudettes play and have fun!",joy
1385,Battlefield,Positive,"My fav DLC maps, go my dudes and dudettes play out have fun!",joy
1385,Battlefield,Positive,"20 My fav DLC maps, go by my dudes and dudettes play games and have fun!",joy
1385,Battlefield,Positive,"My fav DLC 4, go my dudes out dudettes map and have fun!",joy
1386,Battlefield,Neutral,god battlefield v was not that great but I’ll be damned if I say the soundtrack wasn’t anything less than perfect,neutral
1386,Battlefield,Neutral,"God battlefield v was not so great, but I will be damned if I say that the soundtrack was no less than perfect",neutral
1386,Battlefield,Neutral,god battlefield v was not that great but I'll be damned if I say the soundtrack was't anything less than perfect,sadness
1386,Battlefield,Neutral,god battlefield performance was not that great but I’ll be damned if I say the soundtrack wasn’t slightly less than perfect,surprise
1386,Battlefield,Neutral,god when battlefield v was not that great but I You ’ ll be so damned proud if I say the soundtrack really wasn ’ t anything less than perfect,surprise
1386,Battlefield,Neutral,god battlefield song was not that great but I’ll be damned if I wish the soundtrack wasn’t anything less of perfect,sadness
1387,Battlefield,Positive,Battlefield 1 at its best GGT93 greasygamer.com/threads/battle…,neutral
1387,Battlefield,Positive,Battlefield 1 at its best GGT93 greasygamer.com / threads / battle...,neutral
1387,Battlefield,Positive,Battlefield 1 at its best G93 greenglobal.com / threads / battle...,neutral
1387,Battlefield,Positive,Battlefield 64 at its launch GGT93 greasygamer.com/threads/battle…,neutral
1387,Battlefield,Positive,Battlefield version 1 works at its best GGT93 greasygamer. dot com / threads / master battle …,neutral
1387,Battlefield,Positive,Battlefield mode My review best GGT93 greasygamer.com/threads/battle...,neutral
1390,Battlefield,Negative,Ross rifle is INSANE  . . Full vid: youtu.be/gLxg_jG5SaE https://t.co/yQFjbZA5aC,surprise
1390,Battlefield,Negative,Ross gun is INSANE.. Full video: youtu.be / gLxg _ jG5SaE https: / / t.co / yQFjbZA5aC,surprise
1390,Battlefield,Negative,Ross ribbit is INSANE.. Full vid: youtu.be / gLxg _ jG5SaE https: / / Fenco / yQFjbZA5aC,surprise
1390,Battlefield,Negative,Ross here is INSANE .. < vid: test.be/gLxg_jG5SaE https://t.co/yQFjbZA5aC],surprise
1390,Battlefield,Negative,Ross rifle is by INSANE.. Full name vid : youtu. to be / p gLxg _ no jG5SaE v https://t.co/yQFjbZA5aC ],surprise
1390,Battlefield,Negative,the short film INSANE.. Full vid: youtu.be/gLxg_jG5SaE [],surprise
1391,Battlefield,Negative,"Battlefield V fans who failed history are mad that the game has women in it theverge.com/2018/5/24/1738… via @Verge okay I know this is a two year old tweet buts that's really dumb because Wanda Gertz was a polish soldier and this scene has nothing to do with Poland, its British",anger
1391,Battlefield,Negative,"Battlefield V fans who have failed in history are crazy that the game has women in it theverge.com / 2018 / 5 / 24 / 1738... via @ Verge okay I know this is a two year old tweet but this is really stupid because Wanda Gertz was a Polish soldier and this scene has nothing to do with Poland, its Brits",surprise
1391,Battlefield,Negative,"Battlefield V fans who have failed in history are crazy that there are women in the game theverge.com / 2018 / 5 / 24 / 1738... via @ Verge okay I know it's a tweet from two years ago that is really stupid because Wanda Herz was a Polish soldier and this scene has nothing to do with Poland, its British soldiers, and what's going on in Poland.",anger
1391,Battlefield,Negative,"Battlefield V fans who failed history are mad yes the game has women in Afghanistan theverge.com/2018/5/24/1738… via @Verge<unk> I know this became a two year old tweet buts that's really dumb because the Gertz was a polish soldier and this scene has nothing and begin with Poland, its British",anger
1391,Battlefield,Negative,"Battlefield V fans who never failed in history are simply mad that the modern game has women in play it © theverge. com / 2018 / 5 / 24 / 1738 … Yours via @Verge okay I know this is a nice two year old tweet buts that's really dumb because Wanda Gertz was a polish looking soldier and this scene obviously has nothing to do with Poland, its British",anger
1391,Battlefield,Negative,"Battlefield V fans who read history be mad if the game has women doing it fucking.com/2018/5/24/1738... via here okay I know this is also two year old trailer buts that's really dumb because Wanda Gertz has a polish soldier and this scene has nothing to do with Poland, its a",anger
1392,Battlefield,Neutral,If we ever get Battlefield 6 I do hope it's as simplistic as Battlefield 4 is. Instead of that overly annoying gameplay and class restrictions Battlefield 5 got,neutral
