id,topic,sentiment,tweet,emotion_label
3436,Facebook,Neutral,"For Microsoft, TikTok could bring numerous problems that have been plaguing Facebook and Twitter for years technews.skmtech.website/2020/08/10/for…",neutral
3436,Facebook,Neutral,"For Microsoft, TikTok could bring with it numerous problems that have plagued Facebook and Twitter for years.skmtech.website / 2020 / 08 / 10 / for...",sadness
3436,Facebook,Neutral,"For Microsoft, Testok could bring many of the problems that have plagued Facebook and Twitter technnews.skmtech.website / 2020 / 08 / 10 / for...",neutral
3436,Facebook,Neutral,"For Microsoft, TikTok could bring numerous problems than have been plaguing Facebook on Twitter for years press.skmtech.website/2020/08/10/for…",neutral
3436,Facebook,Neutral,"For Microsoft, TikTok could bring down numerous computer problems that have been plaguing most Facebook devices and Twitter for 14 years on technews. skmtech. info website / 2020 / 08 / 10 / for Google …",neutral
3436,Facebook,Neutral,"to Microsoft, 2016 could bring numerous problems that had bothered plaguing Facebook in YouTube for years technews.skmtech.website/2020/08/10/for...",neutral
3437,Facebook,Neutral,Too connected: FTC eyes Facebook antitrust lawsuit ift.tt/3mNWk3T,neutral
3437,Facebook,Neutral,Too networked: FTC examines Facebook antitrust lawsuit ift.tt / 3mNWk3T,neutral
3437,Facebook,Neutral,Too connected: FTC considers Facebook i.tt / 3mNWk3T antitrust lawsuit,neutral
3437,Facebook,Neutral,Too connected: FTC eyes Facebook antitrust violation ift.tt/3mNWk3T,neutral
3437,Facebook,Neutral,Too far connected : FTC eyes Facebook antitrust fraud lawsuit 2013 ift. 12 tt / 3mNWk3T,neutral
3437,Facebook,Neutral,This Much: 4 eyes Facebook antitrust lawsuit ift.tt/3mNWk3T,neutral
3438,Facebook,Negative,Maaaaaannnnnnnnn wtf be going on on Facebook .  pic.twitter.com/qy8M4wnLrA,surprise
3438,Facebook,Negative,Maaaaaannnnnnnnn wtf on Facebook. pic.twitter.com / qy8M4wnLrA,surprise
3438,Facebook,Negative,Photo: pic.wikipedia.org / qy8M4LrA,neutral
3438,Facebook,Negative,Maaaaaannnnnnnnn wtf be going on on Facebook .  pic.twitter.com/qy8M4wnLrA,surprise
3438,Facebook,Negative,by Maaaaaannnnnnnnn wtf be going on on Facebook .  pic.twitter.com/qy8M4wnLrA,surprise
3440,Facebook,Neutral,I've also shared my @CureLeukaemia  . . I currently have over 300 views on Twitter and Facebook combined. Wow. Thanks everyone..,surprise
3440,Facebook,Neutral,I've also shared my @ CureLeukemia... I currently have over 300 views on Twitter and Facebook together. Wow. Thanks to everyone..,surprise
3440,Facebook,Neutral,I also shared my @ Curefreemia. I currently have more than 300 views on Twitter and Facebook combined.,neutral
3440,Facebook,Neutral,I've also completed my @CureLeukaemia .. I currently have + 300 views on Twitter and Facebook combined. Wow. Thanks everyone..,surprise
3440,Facebook,Neutral,When I've also shared my @CureLeukaemia.. I currently personally have over AD 300 billion views based on Twitter now and Facebook combined. Wow. Thanks everyone..,surprise
3440,Facebook,Neutral,I've also shared my @CureLeukaemia.. I currently gained over 200 views on Twitter and Facebook as. Wow. Thanks Greg..,surprise
3441,Facebook,Neutral,"500.000 mask for Austria, payed advertising on Facebook by US embassy in Vienna. . . Just 2 month too late, seems no media reported this BS so they went to Facebook. pic.twitter.com/e3uuEa3xfO",surprise
3441,Facebook,Neutral,"500,000 Mask for Austria, paid for advertising on Facebook by the US Embassy in Vienna... Just 2 months too late, it seems no media had reported on it, so they went to Facebook. pic.twitter.com / e3uuEa3xfO",surprise
3441,Facebook,Neutral,"50,000 euros for Austria, an advertisement on the Facebook of the US Embassy in Vienna... was only 2 months late, it seems no media reported it, so they went to Facebook. pic.fm / e3uuEa3O",surprise
3441,Facebook,Neutral,"500.000 mask for Austria, payed advertising on Facebook by US embassy in Vienna. . . Just 2 month too late, seems no media reported this BS so they went to Facebook. pic.twitter.com/e3uuEa3xfO",surprise
3441,Facebook,Neutral,"at 500.000 mask for Austria, payed advertising on Facebook by US embassy in Vienna. . . Just 2 month too late, seems no media reported this BS so they went to Facebook. pic.twitter.com/e3uuEa3xfO",surprise
3442,Facebook,Neutral,I thought the Wish ads were bad. Now I've started getting ads for bizarre Kickstarters on Facebook and Instagram. pic.twitter.com/G2G2b13IQ7,surprise
3442,Facebook,Neutral,I thought the wish-you-what-you-want advertising was bad. Now I've started to get ads for bizarre Kickstarter on facebook and instagram. pic.twitter.com / G2G2b13IQ7,surprise
3442,Facebook,Neutral,"I thought Desire ads were bad, now I've started getting ads for weird start-ups on Facebook and Facebook.",disgust
3442,Facebook,Neutral,I thought the Wish ads were bad. Now I've started getting ads for bizarre Kickstarters on Facebook and Instagram. pic.twitter.com/G2G2b13IQ7,surprise
3442,Facebook,Neutral,as I thought the Wish ads were bad. Now I've started getting ads for bizarre Kickstarters on Facebook and Instagram. pic.twitter.com/G2G2b13IQ7,surprise
3443,Facebook,Neutral,If you get sacked by @labourpress @jeremycorbyn for being cruel & hating on @BorisJohnson it proves  my point @Twitter @TwitterSupport @Facebook its your duty to respect . PM right to recover without death wishes @piersmorgan say something please ? Stop .  the hate now on PM .,anger
3443,Facebook,Neutral,"If you get fired by @ labourpress @ jeremycorbyn for being cruel and hateful to @ BorisJohnson, it proves that @ Twitter @ TwitterSupport @ Facebook is your duty to respect.",anger
3443,Facebook,Neutral,"If you're sacked by @ labourpress @ jeremycorbin for being cruel and hateful to @ BorisJohnson, that proves my point @ Twitter @ Support @ Facebook have a duty to respect.",anger
3443,Facebook,Neutral,If you get sacked by @labourpress @jeremycorbyn for being cruel & hating. @BorisJohnson it proves  my point @Twitter @TwitterSupport @Facebook its your duty to respect. PM right to recover post death until @piersmorgan say something then? Stop.  All burden now on PM.,anger
3443,Facebook,Neutral,If you wanna get sacked by @labourpress @jeremycorbyn for openly being cruel & hating on MP @BorisJohnson it proves my point @Twitter with @TwitterSupport and @Facebook its worth your greater duty to respect. PM right now to recover without death And wishes @piersmorgan say anyone something please? Stop. the hate now on PM.,anger
